0.05,0.126,0.151,0.098,0.408,0.11,0.057
0.052174,0.12065,0.13478,0.075,0.42935,0.1163,0.071739
0.058929,0.1375,0.15893,0.0625,0.41071,0.10179,0.069643
0.039362,0.1234,0.15,0.082979,0.43936,0.11277,0.052128
0.045,0.1125,0.1775,0.066667,0.40667,0.13667,0.055
0.046296,0.15833,0.14907,0.069444,0.39074,0.11667,0.069444
0.058182,0.13727,0.14818,0.093636,0.39909,0.11,0.053636
0.033721,0.16163,0.19186,0.094186,0.26395,0.18256,0.072093
0.066327,0.19286,0.17551,0.10204,0.21122,0.16735,0.084694
0.060577,0.17019,0.16538,0.10096,0.2625,0.17404,0.066346
0.082877,0.16164,0.1637,0.10068,0.22466,0.19178,0.074658
0.046667,0.16222,0.17556,0.086667,0.23111,0.22667,0.071111
0.064865,0.17703,0.18514,0.098649,0.22838,0.17973,0.066216
0.068,0.16,0.18867,0.078,0.27333,0.16667,0.065333
0.062667,0.15333,0.17467,0.09,0.268,0.172,0.079333
