0.054032,0.11935,0.17097,0.071774,0.15726,0.35323,0.073387
0.065686,0.12157,0.14118,0.071569,0.20784,0.33529,0.056863
0.036765,0.12353,0.18971,0.070588,0.19412,0.31912,0.066176
0.053623,0.13043,0.17101,0.071014,0.19493,0.31449,0.064493
0.057692,0.14077,0.15154,0.092308,0.15308,0.33,0.074615
0.066667,0.13417,0.16417,0.0775,0.21083,0.29083,0.055833
0.055319,0.1117,0.18191,0.051064,0.23617,0.30106,0.062766
0.05,0.14107,0.19732,0.085714,0.27232,0.19107,0.0625
0.037,0.153,0.201,0.084,0.293,0.165,0.067
0.071233,0.14589,0.19247,0.080822,0.25274,0.17877,0.078082
0.074074,0.15432,0.17469,0.099383,0.21481,0.19444,0.088272
0.068243,0.17297,0.17568,0.096622,0.23581,0.18243,0.068243
0.064198,0.16296,0.19012,0.10309,0.22407,0.1784,0.07716
0.068878,0.15561,0.17245,0.10459,0.23929,0.16633,0.092857
0.057558,0.16744,0.16744,0.10058,0.25872,0.17791,0.070349
